workerid,language,initialValue,die0numdots,die0color,die1numdots,die1color,die2numdots,die2color,die3numdots,die3color,numRed,numBlack,context,quantifier,number,qcolor,attentionCheck,requestedValue,rt,response
A1QRRGJSVGSXRC,English,0.90254177862275,4,black,1,black,6,red,4,red,10,5,plain,bare,six,black,No,NA,977,38
A1QRRGJSVGSXRC,English,0.7491036345627169,6,red,1,black,5,black,3,red,9,6,existential,bare,four,red,No,NA,953,13
A1QRRGJSVGSXRC,English,0.5907588422416515,1,black,5,red,6,red,5,black,11,6,plain,bare,five,red,No,NA,1604,26
A1QRRGJSVGSXRC,English,0.6900182927977108,6,black,2,black,6,red,4,red,10,8,plain,exactly,seven,black,No,NA,1445,22
A1QRRGJSVGSXRC,English,0.9192829228075443,1,red,4,black,3,black,3,red,4,7,existential,bare,five,red,No,NA,1562,24
A1QRRGJSVGSXRC,English,0.4266661564493637,5,black,3,black,5,red,3,red,8,8,existential,only,eight,black,No,NA,1063,63
A1QRRGJSVGSXRC,English,0.021373582491101217,2,black,5,red,4,red,2,black,9,4,existential,exactly,six,red,No,NA,1031,41
A1QRRGJSVGSXRC,English,0.46009980472613055,1,black,4,red,1,black,2,red,6,2,existential,exactly,eight,red,No,NA,1036,34
A1QRRGJSVGSXRC,English,0.9889210082612462,6,red,5,red,2,black,4,black,11,6,existential,exactly,eight,red,No,NA,4311,4
A1QRRGJSVGSXRC,English,0.3687609057325024,5,red,3,black,6,black,5,red,10,9,existential,less than,eight,red,No,NA,3967,13
A1QRRGJSVGSXRC,English,0.016565423649203104,2,red,6,black,6,red,6,black,8,12,existential,only,six,black,Yes,61,3666,61
A1QRRGJSVGSXRC,English,0.5691530124850387,6,red,4,red,1,black,5,black,10,6,existential,bare,five,red,No,NA,3289,26
A1QRRGJSVGSXRC,English,0.6310676345965246,5,red,2,red,4,black,2,black,7,6,plain,bare,four,black,No,NA,2367,10
A1QRRGJSVGSXRC,English,0.6322885576893298,2,red,5,black,1,red,1,black,3,6,plain,only,five,black,No,NA,2969,100
A1QRRGJSVGSXRC,English,0.8930649954914648,5,black,5,red,6,red,5,black,11,10,plain,exactly,four,red,No,NA,10885,15
A1QRRGJSVGSXRC,English,0.6016845776934521,5,black,5,red,6,black,6,red,11,11,plain,exactly,six,black,No,NA,3487,12
A1QRRGJSVGSXRC,English,0.15613681976269866,5,black,1,black,5,red,4,red,9,6,plain,only,five,red,No,NA,3006,4
A1QRRGJSVGSXRC,English,0.2941255653976065,4,red,6,red,2,black,1,black,10,3,existential,only,five,red,No,NA,1370,11
A1QRRGJSVGSXRC,English,0.594601745607959,2,black,1,red,6,black,3,red,4,8,plain,exactly,six,black,No,NA,1602,16
A1QRRGJSVGSXRC,English,0.3337916888463235,4,black,1,red,4,red,6,black,5,10,plain,less than,eight,black,No,NA,1949,13
A1QRRGJSVGSXRC,English,0.837431924565298,1,black,1,red,4,black,6,red,7,5,existential,only,seven,red,No,NA,1705,44
A1QRRGJSVGSXRC,English,0.8791750755658341,4,red,4,black,3,black,1,red,5,7,existential,exactly,eight,red,No,NA,2277,22
A1QRRGJSVGSXRC,English,0.5623594629981895,5,red,6,black,1,black,3,red,8,7,plain,exactly,eight,red,No,NA,1365,31
A1QRRGJSVGSXRC,English,0.06706218216636384,1,black,5,red,3,black,3,red,8,4,plain,less than,four,red,No,NA,2768,2
A1QRRGJSVGSXRC,English,0.05712198107692146,2,red,3,black,5,black,6,red,8,8,plain,exactly,four,red,No,NA,1640,32
A330JJZGJL7IG2,english,0.7461847414045092,3,black,2,red,1,red,6,black,3,9,plain,only,seven,red,No,NA,11956,0
A330JJZGJL7IG2,english,0.41788790705166656,5,black,4,red,5,red,3,black,9,8,plain,bare,four,red,No,NA,10085,0
A330JJZGJL7IG2,english,0.9638532769938234,4,red,1,black,3,red,1,black,7,2,plain,bare,eight,black,No,NA,6726,0
A330JJZGJL7IG2,english,0.1229348285065226,5,black,4,black,5,red,5,red,10,9,existential,bare,eight,red,No,NA,7898,0
A330JJZGJL7IG2,english,0.19883260374106793,3,black,6,red,5,red,1,black,11,4,plain,less than,five,red,No,NA,5010,0
A330JJZGJL7IG2,english,0.9594312466371522,1,black,4,red,1,black,5,red,9,2,existential,less than,eight,black,No,NA,12510,100
A330JJZGJL7IG2,english,0.3665867038438284,4,red,4,black,4,black,1,red,5,8,plain,less than,five,black,No,NA,4596,0
A330JJZGJL7IG2,english,0.784380594731971,4,black,2,red,5,red,4,black,7,8,existential,exactly,eight,black,No,NA,4542,100
A330JJZGJL7IG2,english,0.7642873455222738,3,black,2,red,3,black,5,red,7,6,existential,more than,seven,black,No,NA,6306,0
A330JJZGJL7IG2,english,0.567113008255029,4,red,1,black,3,black,1,red,5,4,plain,only,six,red,No,NA,5483,0
A330JJZGJL7IG2,english,0.5059105869052334,1,red,4,red,2,black,6,black,5,8,plain,less than,four,black,No,NA,5237,0
A330JJZGJL7IG2,english,0.7694262867452766,2,red,3,red,6,black,2,black,5,8,plain,bare,five,red,No,NA,4940,100
A330JJZGJL7IG2,english,0.03720489393929316,5,red,1,black,1,black,5,red,10,2,existential,more than,four,red,Yes,50,11108,50
A330JJZGJL7IG2,english,0.35239039388952553,4,black,4,black,3,red,5,red,8,8,existential,exactly,five,red,No,NA,3884,0
A330JJZGJL7IG2,english,0.0832078090104682,2,black,6,red,1,red,3,black,7,5,existential,less than,five,red,No,NA,3819,0
A330JJZGJL7IG2,english,0.006940357895106941,1,black,4,red,3,red,4,black,7,5,existential,more than,four,red,No,NA,8874,85
A330JJZGJL7IG2,english,0.5062895236353333,5,red,4,black,1,red,4,black,6,8,existential,bare,eight,black,No,NA,5247,100
A330JJZGJL7IG2,english,0.029157387321909978,1,red,5,black,1,black,3,red,4,6,plain,only,six,black,No,NA,6422,100
A330JJZGJL7IG2,english,0.4093396410955731,2,black,6,red,5,red,5,black,11,7,plain,less than,six,red,No,NA,4004,0
A330JJZGJL7IG2,english,0.2958654885673401,2,black,4,black,5,red,3,red,8,6,plain,only,eight,black,No,NA,6262,0
A330JJZGJL7IG2,english,0.9925601226100359,1,black,2,red,5,red,2,black,7,3,existential,only,eight,black,No,NA,5702,0
A330JJZGJL7IG2,english,0.1600575650954824,1,red,2,black,1,red,1,black,2,3,plain,only,four,black,No,NA,2952,0
A330JJZGJL7IG2,english,0.5600349111341865,6,red,1,black,5,red,6,black,11,7,plain,less than,four,black,No,NA,5077,0
A330JJZGJL7IG2,english,0.11344801719249353,4,red,4,black,6,black,5,red,9,10,existential,less than,seven,black,No,NA,5447,0
A330JJZGJL7IG2,english,0.5559332313705985,5,black,6,black,4,red,1,red,5,11,plain,exactly,six,red,No,NA,3380,0
A330JJZGJL7IG2,english,0.6240828233663575,4,black,4,red,5,black,3,red,7,9,plain,less than,eight,black,Yes,5,11000,5
A330JJZGJL7IG2,english,0.12990323568197526,4,black,6,red,5,red,5,black,11,9,plain,less than,five,black,No,NA,4322,0
A330JJZGJL7IG2,english,0.25548735117930677,6,red,5,black,2,red,2,black,8,7,plain,more than,eight,black,No,NA,7459,0
A330JJZGJL7IG2,english,0.45688543465216636,5,black,5,black,4,red,3,red,7,10,existential,more than,eight,red,No,NA,8045,100
A330JJZGJL7IG2,english,0.03751317086430905,4,black,1,red,5,red,5,black,6,9,plain,bare,five,red,No,NA,4920,0
A330JJZGJL7IG2,english,0.18193254414015303,5,red,1,black,5,red,2,black,10,3,plain,less than,six,red,No,NA,5474,0
A330JJZGJL7IG2,english,0.3853696193274222,6,black,4,red,5,red,2,black,9,8,existential,less than,eight,red,No,NA,3958,0
A330JJZGJL7IG2,english,0.5276313442804141,2,black,6,black,6,red,6,red,12,8,existential,less than,six,black,No,NA,6066,0
A330JJZGJL7IG2,english,0.019666587890791898,6,red,5,red,3,black,4,black,11,7,existential,bare,four,red,No,NA,4737,0
A330JJZGJL7IG2,english,0.06840930818867641,4,red,6,black,3,black,3,red,7,9,plain,exactly,six,black,No,NA,4944,0
A330JJZGJL7IG2,english,0.7653525710817303,2,red,1,black,5,black,4,red,6,6,plain,only,four,black,No,NA,3844,0
A330JJZGJL7IG2,english,0.42810705774743063,5,black,4,red,3,red,3,black,7,8,existential,only,six,black,No,NA,2688,0
A330JJZGJL7IG2,english,0.9503543036185483,6,black,1,black,1,red,3,red,4,7,plain,exactly,six,black,No,NA,4161,0
A330JJZGJL7IG2,english,0.014867051250752827,3,black,6,red,2,black,3,red,9,5,existential,less than,six,black,No,NA,6531,85
A330JJZGJL7IG2,english,0.016279859221905668,5,black,3,red,6,black,5,red,8,11,existential,bare,seven,red,No,NA,6029,0
A207IHY6GERCFO,English,0.8340595616027713,1,black,3,red,6,black,1,red,4,7,plain,bare,eight,black,No,NA,6896,0
A207IHY6GERCFO,English,0.19926576199941337,6,black,2,black,3,red,1,red,4,8,existential,less than,six,black,No,NA,10265,0
A207IHY6GERCFO,English,0.6320204604417086,2,black,2,red,4,red,5,black,6,7,plain,less than,eight,red,No,NA,8377,61
A207IHY6GERCFO,English,0.8910955379251391,6,red,5,black,3,red,5,black,9,10,existential,bare,four,red,No,NA,8102,0
A207IHY6GERCFO,English,0.6141814873553813,1,red,2,black,4,red,2,black,5,4,plain,less than,six,black,No,NA,15038,61
A207IHY6GERCFO,English,0.3391864411532879,4,red,4,red,2,black,5,black,8,7,existential,exactly,five,black,No,NA,4712,0
A207IHY6GERCFO,English,0.5371079619508237,1,red,3,black,5,red,1,black,6,4,plain,exactly,seven,black,No,NA,4071,0
A207IHY6GERCFO,English,0.5626337148714811,6,black,3,red,3,red,4,black,6,10,plain,only,four,red,No,NA,2808,0
A207IHY6GERCFO,English,0.8000723365694284,6,black,1,black,6,red,4,red,10,7,plain,only,four,red,No,NA,4540,0
A207IHY6GERCFO,English,0.4104432021267712,5,black,2,red,3,red,4,black,5,9,plain,bare,seven,red,No,NA,3057,0
A207IHY6GERCFO,English,0.24123627017252147,1,black,1,red,2,black,3,red,4,3,existential,less than,five,black,No,NA,6209,62
A207IHY6GERCFO,English,0.7277380526065826,5,black,1,black,6,red,5,red,11,6,plain,more than,six,black,No,NA,4665,0
A207IHY6GERCFO,English,0.6356571754440665,1,red,6,black,2,black,3,red,4,8,existential,only,eight,red,Yes,41,4025,41
A207IHY6GERCFO,English,0.7806424554437399,1,black,4,black,3,red,1,red,4,5,plain,less than,four,black,No,NA,4056,0
A207IHY6GERCFO,English,0.03960457956418395,1,black,1,red,5,black,3,red,4,6,plain,less than,four,black,No,NA,3073,0
A207IHY6GERCFO,English,0.5948482183739543,5,black,3,red,1,black,2,red,5,6,existential,bare,six,red,No,NA,3408,0
A207IHY6GERCFO,English,0.38574468018487096,3,black,4,black,5,red,2,red,7,7,existential,bare,four,red,No,NA,3588,0
A207IHY6GERCFO,English,0.5534896259196103,3,black,2,red,1,red,2,black,3,5,plain,only,seven,black,No,NA,2980,0
A207IHY6GERCFO,English,0.08084355108439922,2,red,2,black,2,red,5,black,4,7,plain,bare,seven,red,No,NA,2667,0
A207IHY6GERCFO,English,0.24741785530932248,5,black,1,red,6,red,6,black,7,11,existential,exactly,seven,red,No,NA,5180,100
A207IHY6GERCFO,English,0.24201601673848927,4,black,5,red,3,black,6,red,11,7,plain,exactly,eight,red,No,NA,5070,0
A207IHY6GERCFO,English,0.7291845676954836,4,black,1,black,3,red,6,red,9,5,plain,more than,five,black,No,NA,3885,0
A207IHY6GERCFO,English,0.5809237728826702,6,black,4,red,3,red,3,black,7,9,existential,exactly,four,red,No,NA,4602,0
A207IHY6GERCFO,English,0.6417846714612097,2,black,4,black,5,red,2,red,7,6,plain,more than,eight,black,No,NA,3510,0
A207IHY6GERCFO,English,0.8395560723729432,6,black,3,red,6,red,6,black,9,12,plain,only,five,red,No,NA,2808,0
A207IHY6GERCFO,English,0.12837156071327627,6,black,2,red,3,red,6,black,5,12,plain,less than,six,black,Yes,44,4586,44
A207IHY6GERCFO,English,0.3314999411813915,3,red,1,red,3,black,4,black,4,7,plain,only,eight,black,No,NA,3339,0
A207IHY6GERCFO,English,0.11046886979602277,2,red,3,black,4,black,4,red,6,7,plain,more than,four,red,No,NA,5694,61
A207IHY6GERCFO,English,0.5261902932543308,5,black,5,black,1,red,2,red,3,10,plain,less than,seven,black,No,NA,3182,0
A207IHY6GERCFO,English,0.1458377845119685,1,black,1,red,4,black,6,red,7,5,plain,only,eight,red,No,NA,2793,0
A207IHY6GERCFO,English,0.6112535633146763,5,black,1,black,2,red,4,red,6,6,existential,less than,eight,black,No,NA,6472,61
A207IHY6GERCFO,English,0.802359527675435,1,black,4,black,6,red,6,red,12,5,existential,more than,five,black,No,NA,3057,0
A207IHY6GERCFO,English,0.1766233614180237,6,red,3,black,6,black,6,red,12,9,existential,bare,seven,red,No,NA,2683,0
A207IHY6GERCFO,English,0.5733882880304009,1,red,5,black,6,black,2,red,3,11,existential,bare,four,red,No,NA,3027,0
A207IHY6GERCFO,English,0.8501867284066975,3,red,6,red,5,black,5,black,9,10,plain,less than,five,red,No,NA,7488,0
A207IHY6GERCFO,English,0.5633112082723528,5,red,5,black,6,black,6,red,11,11,plain,exactly,six,red,No,NA,3026,0
A207IHY6GERCFO,English,0.48715939675457776,4,red,1,black,6,black,3,red,7,7,existential,less than,five,black,No,NA,3432,0
A207IHY6GERCFO,English,0.6440873462706804,3,black,5,black,5,red,1,red,6,8,existential,only,eight,black,No,NA,5398,100
A207IHY6GERCFO,English,0.6741345550399274,5,red,2,black,5,black,1,red,6,7,existential,more than,four,red,No,NA,6583,61
A207IHY6GERCFO,English,0.45626089349389076,5,red,1,red,2,black,4,black,6,6,existential,only,four,black,No,NA,2746,0
A157B3QKJ34UHC,english,0.36216988765661395,1,black,1,red,1,black,3,red,4,2,existential,only,six,red,No,NA,13574,1
A157B3QKJ34UHC,english,0.1408375096089124,5,red,2,black,2,red,5,black,7,7,existential,less than,five,red,No,NA,8191,2
A157B3QKJ34UHC,english,0.9201902475284324,6,black,6,red,1,black,5,red,11,7,existential,exactly,eight,black,No,NA,10768,0
A157B3QKJ34UHC,english,0.9774083374129693,2,black,1,red,5,black,2,red,3,7,existential,less than,five,red,No,NA,5935,98
A157B3QKJ34UHC,english,0.8509670710689439,3,red,5,black,4,black,2,red,5,9,existential,only,five,red,No,NA,5783,100
A157B3QKJ34UHC,english,0.18815529532504405,4,red,6,red,5,black,6,black,10,11,existential,exactly,six,red,No,NA,8824,0
A157B3QKJ34UHC,english,0.17029539867328514,6,red,5,red,6,black,3,black,11,9,plain,exactly,four,black,No,NA,8287,0
A157B3QKJ34UHC,english,0.48014178960787635,6,black,6,red,6,black,6,red,12,12,plain,bare,seven,red,No,NA,12855,81
A157B3QKJ34UHC,english,0.0013924437497401243,1,red,1,black,6,black,3,red,4,7,plain,bare,five,black,No,NA,4711,98
A157B3QKJ34UHC,english,0.12532056767908817,2,black,1,red,4,black,6,red,7,6,existential,bare,five,black,No,NA,8248,82
A157B3QKJ34UHC,english,0.018301811355618702,5,black,4,black,5,red,1,red,6,9,plain,bare,four,black,No,NA,5280,86
A157B3QKJ34UHC,english,0.4713484829394403,5,red,5,black,3,red,2,black,8,7,plain,exactly,five,black,No,NA,7088,0
A157B3QKJ34UHC,english,0.6435956844813483,4,red,4,black,2,red,1,black,6,5,existential,less than,four,red,Yes,70,11904,70
A157B3QKJ34UHC,english,0.07133911409697835,1,red,3,black,5,black,1,red,2,8,plain,bare,five,red,No,NA,5920,0
A157B3QKJ34UHC,english,0.6676053230651995,4,black,3,red,6,red,3,black,9,7,plain,less than,eight,red,No,NA,17736,98
A157B3QKJ34UHC,english,0.9229705181029462,6,black,4,black,4,red,6,red,10,10,plain,less than,five,red,No,NA,7407,92
A157B3QKJ34UHC,english,0.7434828514862866,3,black,1,red,1,red,4,black,2,7,plain,bare,six,black,No,NA,11720,100
A157B3QKJ34UHC,english,0.30739465867728244,3,red,3,black,5,red,2,black,8,5,existential,less than,eight,red,No,NA,10455,0
A157B3QKJ34UHC,english,0.8651387413087244,3,red,5,black,1,red,3,black,4,8,existential,exactly,eight,red,No,NA,5624,0
A157B3QKJ34UHC,english,0.40866475902195476,5,red,1,black,3,black,1,red,6,4,existential,exactly,seven,black,No,NA,5680,0
A157B3QKJ34UHC,english,0.07654778880018909,4,red,1,red,4,black,6,black,5,10,plain,only,six,black,No,NA,7696,0
A157B3QKJ34UHC,english,0.6604921105079505,3,red,6,red,2,black,2,black,9,4,existential,exactly,four,red,No,NA,4584,0
A157B3QKJ34UHC,english,0.5546610756239714,4,red,6,black,5,black,1,red,5,11,existential,bare,four,red,No,NA,7568,96
A157B3QKJ34UHC,english,0.30064184689239515,6,red,6,red,3,black,2,black,12,5,plain,only,six,red,No,NA,6176,0
A157B3QKJ34UHC,english,0.1638998750671644,3,black,5,red,6,red,5,black,11,8,existential,only,eight,red,No,NA,5640,0
A157B3QKJ34UHC,english,0.5156983090260687,4,black,4,red,6,red,5,black,10,9,existential,bare,eight,red,Yes,72,9936,72
A157B3QKJ34UHC,english,0.2150640596169322,3,red,2,black,1,red,5,black,4,7,existential,more than,four,red,No,NA,8614,0
A157B3QKJ34UHC,english,0.028775572475454925,1,black,4,red,1,red,2,black,5,3,existential,less than,four,red,No,NA,5095,1
A157B3QKJ34UHC,english,0.334625408159154,2,black,4,black,3,red,5,red,8,6,existential,less than,six,black,No,NA,10287,0
A157B3QKJ34UHC,english,0.7274712257218449,1,red,2,black,6,black,5,red,6,8,plain,bare,five,black,No,NA,5320,98
A157B3QKJ34UHC,english,0.3948959843468408,2,red,6,red,2,black,4,black,8,6,existential,only,six,red,No,NA,8319,0
A157B3QKJ34UHC,english,0.8414545472319012,3,red,1,black,4,black,5,red,8,5,plain,only,seven,black,No,NA,6433,0
A157B3QKJ34UHC,english,0.2950604560198795,5,red,5,black,5,black,5,red,10,10,existential,more than,seven,black,No,NA,7303,100
A157B3QKJ34UHC,english,0.7940470914916563,6,red,6,red,2,black,3,black,12,5,existential,bare,six,black,No,NA,7335,1
A157B3QKJ34UHC,english,0.832683657779069,2,red,6,black,3,black,6,red,8,9,existential,bare,four,red,No,NA,8192,94
A157B3QKJ34UHC,english,0.9020485961133909,5,red,3,black,3,black,2,red,7,6,existential,more than,four,black,No,NA,7504,96
A157B3QKJ34UHC,english,0.2972301413103565,4,red,6,black,2,black,2,red,6,8,existential,only,five,red,No,NA,6336,0
A157B3QKJ34UHC,english,0.9797717307827924,4,red,1,black,1,red,3,black,5,4,plain,less than,six,red,No,NA,12368,97
A157B3QKJ34UHC,english,0.43835175893069545,6,red,5,black,6,black,5,red,11,11,existential,bare,five,black,No,NA,7239,73
A157B3QKJ34UHC,english,0.31104296148031396,2,black,6,black,2,red,4,red,6,8,plain,bare,seven,red,No,NA,7593,0
A3BPRPN10HJD4B,english,0.4196996612008661,5,black,2,red,2,red,1,black,4,6,plain,more than,four,red,No,NA,8299,0
A3BPRPN10HJD4B,english,0.4439143002964556,5,red,5,red,1,black,1,black,10,2,plain,only,eight,red,No,NA,6396,0
A3BPRPN10HJD4B,english,0.5630928608588874,2,red,5,red,2,black,6,black,7,8,plain,bare,six,red,No,NA,5023,100
A3BPRPN10HJD4B,english,0.5857611261308193,3,black,4,red,3,black,6,red,10,6,existential,only,four,black,No,NA,6271,0
A3BPRPN10HJD4B,english,0.6387616514693946,2,black,5,red,4,red,3,black,9,5,plain,bare,four,red,No,NA,4961,0
A3BPRPN10HJD4B,english,0.7046201517805457,2,red,3,black,3,red,3,black,5,6,existential,less than,six,black,No,NA,5913,0
A3BPRPN10HJD4B,english,0.1694243357051164,2,red,6,black,3,black,1,red,3,9,existential,exactly,six,black,No,NA,5881,0
A3BPRPN10HJD4B,english,0.5003611599095166,1,black,4,red,2,red,3,black,6,4,existential,exactly,four,black,No,NA,4898,100
A3BPRPN10HJD4B,english,0.08178370865061879,4,black,6,black,2,red,2,red,4,10,plain,more than,five,black,No,NA,6771,100
A3BPRPN10HJD4B,english,0.0843110173009336,2,red,6,black,2,red,1,black,4,7,plain,more than,eight,red,No,NA,4901,0
A3BPRPN10HJD4B,english,0.6171140144579113,2,red,4,red,2,black,5,black,6,7,existential,exactly,six,black,No,NA,5491,0
A3BPRPN10HJD4B,english,0.9150098657701164,2,black,5,red,5,black,5,red,10,7,plain,more than,seven,black,No,NA,8050,0
A3BPRPN10HJD4B,english,0.1831913380883634,6,red,1,black,2,red,2,black,8,3,existential,only,five,red,Yes,99,8221,99
A3BPRPN10HJD4B,english,0.8502581277862191,2,red,2,black,1,red,2,black,3,4,existential,exactly,seven,black,No,NA,5460,0
A3BPRPN10HJD4B,english,0.5707568030338734,1,red,1,black,6,red,2,black,7,3,existential,bare,four,red,No,NA,3963,0
A3BPRPN10HJD4B,english,0.10765276663005352,4,red,1,red,2,black,1,black,5,3,plain,exactly,five,black,No,NA,4680,0
A3BPRPN10HJD4B,english,0.909521758556366,6,black,1,red,1,red,3,black,2,9,existential,only,eight,black,No,NA,5397,0
A3BPRPN10HJD4B,english,0.49200971983373165,1,red,1,black,2,red,3,black,3,4,existential,exactly,eight,black,No,NA,4649,0
A3BPRPN10HJD4B,english,0.31526173278689384,3,black,3,red,3,black,3,red,6,6,plain,bare,seven,black,No,NA,3900,0
A3BPRPN10HJD4B,english,0.6771273417398334,1,red,6,black,1,red,4,black,2,10,plain,bare,four,black,No,NA,7332,86
A3BPRPN10HJD4B,english,0.0988171671051532,5,red,3,black,2,black,6,red,11,5,existential,less than,five,red,No,NA,11926,0
A3BPRPN10HJD4B,english,0.2515322205144912,3,black,5,red,5,red,4,black,10,7,plain,more than,eight,red,No,NA,6333,100
A3BPRPN10HJD4B,english,0.36867194273509085,1,red,2,red,6,black,2,black,3,8,existential,only,four,black,No,NA,5133,0
A3BPRPN10HJD4B,english,0.47313452465459704,6,red,4,black,1,red,1,black,7,5,existential,less than,six,red,No,NA,6646,70
A3BPRPN10HJD4B,english,0.3351426313165575,6,black,2,black,1,red,5,red,6,8,existential,exactly,eight,black,No,NA,6318,100
A3BPRPN10HJD4B,english,0.46279005659744143,6,red,6,black,3,black,5,red,11,9,existential,only,seven,black,Yes,46,14289,46
A3BPRPN10HJD4B,english,0.9935677598696202,5,black,5,red,3,red,3,black,8,8,plain,only,four,black,No,NA,7598,0
A3BPRPN10HJD4B,english,0.13370973942801356,5,black,2,red,5,black,6,red,8,10,plain,more than,five,black,No,NA,6008,100
A3BPRPN10HJD4B,english,0.13824536628089845,3,red,2,black,4,red,6,black,7,8,existential,bare,eight,red,No,NA,10515,0
A3BPRPN10HJD4B,english,0.5508830146864057,3,red,4,black,6,black,6,red,9,10,existential,exactly,eight,black,No,NA,4664,0
A3BPRPN10HJD4B,english,0.20372842624783516,4,red,3,black,6,red,3,black,10,6,existential,more than,eight,black,No,NA,4961,0
A3BPRPN10HJD4B,english,0.6195854635443538,5,black,1,red,3,red,4,black,4,9,plain,more than,eight,red,No,NA,4430,0
A3BPRPN10HJD4B,english,0.11348835658282042,1,red,1,black,1,red,6,black,2,7,existential,bare,five,red,No,NA,5195,82
A3BPRPN10HJD4B,english,0.6031377795152366,3,black,3,red,4,black,1,red,4,7,existential,bare,four,red,No,NA,4945,100
A3BPRPN10HJD4B,english,0.7071814141236246,4,black,4,black,4,red,6,red,10,8,plain,exactly,four,red,No,NA,4259,0
A3BPRPN10HJD4B,english,0.20731766428798437,5,red,4,black,2,black,2,red,7,6,existential,more than,seven,red,No,NA,6115,0
A3BPRPN10HJD4B,english,0.42781493277288973,4,black,6,black,2,red,6,red,8,10,existential,bare,six,red,No,NA,6521,79
A3BPRPN10HJD4B,english,0.6913181431591511,4,red,3,red,5,black,6,black,7,11,existential,exactly,five,black,No,NA,5786,0
A3BPRPN10HJD4B,english,0.9362950732465833,2,red,1,black,1,black,3,red,5,2,plain,less than,four,black,No,NA,8751,100
A3BPRPN10HJD4B,english,0.6813438986428082,4,black,1,red,1,red,6,black,2,10,plain,more than,eight,red,No,NA,6942,0
AXOR2N1EAFVYF,English,0.5504596552345902,6,black,5,black,6,red,3,red,9,11,existential,more than,six,black,No,NA,7000,10
AXOR2N1EAFVYF,English,0.7381261198315769,2,black,2,red,6,red,5,black,8,7,plain,bare,eight,black,No,NA,4246,0
AXOR2N1EAFVYF,English,0.42180478759109974,1,black,3,red,6,black,6,red,9,7,plain,only,seven,black,No,NA,4960,35
AXOR2N1EAFVYF,English,0.08477719989605248,3,black,1,red,4,black,4,red,5,7,plain,bare,seven,black,No,NA,8040,10
AXOR2N1EAFVYF,English,0.7581379746552557,2,red,6,black,6,red,3,black,8,9,plain,only,eight,black,No,NA,4705,0
AXOR2N1EAFVYF,English,0.0736331483349204,3,red,3,black,3,black,2,red,5,6,plain,less than,four,black,No,NA,4495,9
AXOR2N1EAFVYF,English,0.7727536275051534,6,black,1,black,3,red,4,red,7,7,existential,bare,six,red,No,NA,4439,0
AXOR2N1EAFVYF,English,0.9446090646088123,4,red,6,black,5,black,2,red,6,11,plain,only,six,black,No,NA,3255,0
AXOR2N1EAFVYF,English,0.31376527389511466,4,red,2,black,6,red,3,black,10,5,plain,bare,six,black,No,NA,3056,0
AXOR2N1EAFVYF,English,0.8067314724903554,2,black,5,red,2,black,3,red,8,4,existential,less than,eight,black,No,NA,3847,13
AXOR2N1EAFVYF,English,0.38492460432462394,1,red,1,red,2,black,1,black,2,3,existential,more than,seven,red,No,NA,3424,0
AXOR2N1EAFVYF,English,0.0694430295843631,1,black,4,red,6,red,5,black,10,6,plain,bare,five,red,No,NA,2704,0
AXOR2N1EAFVYF,English,0.2268955570179969,5,red,4,red,3,black,2,black,9,5,plain,less than,six,red,Yes,11,3817,11
AXOR2N1EAFVYF,English,0.40929317055270076,4,black,5,black,5,red,1,red,6,9,existential,exactly,seven,red,No,NA,3752,0
AXOR2N1EAFVYF,English,0.2728081939276308,3,black,6,red,3,red,2,black,9,5,existential,only,seven,black,No,NA,3063,0
AXOR2N1EAFVYF,English,0.032020385609939694,6,black,5,black,1,red,4,red,5,11,existential,more than,four,black,No,NA,4820,15
AXOR2N1EAFVYF,English,0.8291751854121685,2,black,1,black,4,red,1,red,5,3,plain,exactly,eight,red,No,NA,2720,0
AXOR2N1EAFVYF,English,0.9551653750240803,1,red,4,black,1,black,3,red,4,5,existential,only,four,black,No,NA,2928,0
AXOR2N1EAFVYF,English,0.5840644361451268,4,red,5,black,4,red,3,black,8,8,plain,only,four,red,No,NA,4072,0
AXOR2N1EAFVYF,English,0.5007705122698098,5,black,3,red,4,black,2,red,5,9,existential,only,five,red,No,NA,9904,15
AXOR2N1EAFVYF,English,0.6181506435386837,1,red,3,black,6,black,6,red,7,9,existential,more than,eight,black,No,NA,5256,15
AXOR2N1EAFVYF,English,0.8141339693684131,4,red,5,black,2,red,3,black,6,8,plain,bare,four,black,No,NA,4416,0
AXOR2N1EAFVYF,English,0.4297583212610334,1,black,4,red,1,red,5,black,5,6,existential,bare,five,black,No,NA,3304,0
AXOR2N1EAFVYF,English,0.8464341186918318,2,black,1,red,3,red,1,black,4,3,existential,only,seven,red,No,NA,2256,0
AXOR2N1EAFVYF,English,0.9638098576106131,3,black,3,black,5,red,5,red,10,6,existential,more than,seven,red,No,NA,5727,15
AXOR2N1EAFVYF,English,0.8520528513472527,4,red,5,black,3,red,2,black,7,7,existential,only,five,red,Yes,17,3848,17
AXOR2N1EAFVYF,English,0.822539429878816,3,black,5,black,4,red,5,red,9,8,plain,less than,six,red,No,NA,4312,0
AXOR2N1EAFVYF,English,0.43244613776914775,2,black,1,red,4,red,3,black,5,5,plain,less than,four,red,No,NA,4152,0
AXOR2N1EAFVYF,English,0.4830804404336959,2,black,1,red,1,black,1,red,2,3,plain,exactly,four,red,No,NA,2248,0
